# additive constant
85.000000
#   37 local fields
0 -13.000000
1 -13.000000
2 -13.000000
3 -13.000000
4 -13.000000
5 -13.000000
6 -13.000000
7 -13.000000
8 -13.000000
9 -9.000000
10 -9.000000
11 -9.000000
12 -9.000000
13 -9.000000
14 -9.000000
15 -9.000000
16 -9.000000
17 -9.000000
18 -9.000000
19 -9.000000
20 -9.000000
21 3.000000
22 3.000000
23 3.000000
24 3.000000
25 3.000000
26 3.000000
27 3.000000
28 3.000000
29 3.000000
30 3.000000
31 3.000000
32 3.000000
33 3.000000
34 3.000000
35 3.000000
36 3.000000
# non-zero couplings
0 1 2.000000
0 2 2.000000
0 3 2.000000
0 4 2.000000
0 5 2.000000
0 6 2.000000
0 7 2.000000
0 8 2.000000
0 9 -1.000000
0 10 -1.000000
1 2 2.000000
1 3 2.000000
1 4 2.000000
1 5 2.000000
1 6 2.000000
1 7 2.000000
1 8 2.000000
1 9 -1.000000
1 11 -1.000000
1 12 -1.000000
2 3 2.000000
2 4 2.000000
2 5 2.000000
2 6 2.000000
2 7 2.000000
2 8 2.000000
2 11 -1.000000
2 13 -1.000000
3 4 2.000000
3 5 2.000000
3 6 2.000000
3 7 2.000000
3 8 2.000000
3 10 -1.000000
3 14 -1.000000
3 15 -1.000000
4 5 2.000000
4 6 2.000000
4 7 2.000000
4 8 2.000000
4 12 -1.000000
4 14 -1.000000
4 16 -1.000000
4 17 -1.000000
5 6 2.000000
5 7 2.000000
5 8 2.000000
5 13 -1.000000
5 16 -1.000000
5 18 -1.000000
6 7 2.000000
6 8 2.000000
6 15 -1.000000
6 19 -1.000000
7 8 2.000000
7 17 -1.000000
7 19 -1.000000
7 20 -1.000000
8 18 -1.000000
8 20 -1.000000
9 10 3.000000
9 11 2.000000
9 12 3.000000
9 13 2.000000
9 14 2.000000
9 15 2.000000
9 16 2.000000
9 17 2.000000
9 18 2.000000
9 19 2.000000
9 20 2.000000
9 21 -2.000000
9 23 -2.000000
10 11 2.000000
10 12 2.000000
10 13 2.000000
10 14 3.000000
10 15 2.000000
10 16 2.000000
10 17 2.000000
10 18 2.000000
10 19 2.000000
10 20 2.000000
10 22 -2.000000
10 23 -2.000000
11 12 3.000000
11 13 3.000000
11 14 2.000000
11 15 2.000000
11 16 2.000000
11 17 2.000000
11 18 2.000000
11 19 2.000000
11 20 2.000000
11 24 -2.000000
11 27 -2.000000
12 13 2.000000
12 14 3.000000
12 15 2.000000
12 16 3.000000
12 17 2.000000
12 18 2.000000
12 19 2.000000
12 20 2.000000
12 21 -2.000000
12 25 -2.000000
12 26 -2.000000
12 27 -2.000000
13 14 2.000000
13 15 2.000000
13 16 3.000000
13 17 2.000000
13 18 2.000000
13 19 2.000000
13 20 2.000000
13 24 -2.000000
13 28 -2.000000
14 15 3.000000
14 16 2.000000
14 17 3.000000
14 18 2.000000
14 19 2.000000
14 20 2.000000
14 22 -2.000000
14 25 -2.000000
14 29 -2.000000
14 31 -2.000000
15 16 2.000000
15 17 2.000000
15 18 2.000000
15 19 3.000000
15 20 2.000000
15 30 -2.000000
15 31 -2.000000
16 17 3.000000
16 18 3.000000
16 19 2.000000
16 20 2.000000
16 26 -2.000000
16 28 -2.000000
16 32 -2.000000
16 35 -2.000000
17 18 2.000000
17 19 3.000000
17 20 3.000000
17 29 -2.000000
17 33 -2.000000
17 34 -2.000000
17 35 -2.000000
18 19 2.000000
18 20 3.000000
18 32 -2.000000
18 36 -2.000000
19 20 2.000000
19 30 -2.000000
19 33 -2.000000
20 34 -2.000000
20 36 -2.000000
21 22 1.000000
21 27 1.000000
22 31 1.000000
23 25 1.000000
24 26 1.000000
25 26 1.000000
25 29 1.000000
25 35 1.000000
26 29 1.000000
26 35 1.000000
27 28 1.000000
28 32 1.000000
29 30 1.000000
29 35 1.000000
31 33 1.000000
32 34 1.000000
33 34 1.000000
35 36 1.000000
