# additive constant
145.000000
#   37 local fields
0 -17.000000
1 -17.000000
2 -17.000000
3 -17.000000
4 -17.000000
5 -17.000000
6 -17.000000
7 -17.000000
8 -17.000000
9 -13.000000
10 -13.000000
11 -13.000000
12 -13.000000
13 -13.000000
14 -13.000000
15 -13.000000
16 -13.000000
17 -13.000000
18 -13.000000
19 -13.000000
20 -13.000000
21 3.000000
22 3.000000
23 3.000000
24 3.000000
25 3.000000
26 3.000000
27 3.000000
28 3.000000
29 3.000000
30 3.000000
31 3.000000
32 3.000000
33 3.000000
34 3.000000
35 3.000000
36 3.000000
# non-zero couplings
0 1 1.000000
0 2 1.000000
0 3 1.000000
0 4 1.000000
0 5 1.000000
0 6 1.000000
0 7 1.000000
0 8 1.000000
0 9 -0.500000
0 10 -0.500000
1 0 1.000000
1 2 1.000000
1 3 1.000000
1 4 1.000000
1 5 1.000000
1 6 1.000000
1 7 1.000000
1 8 1.000000
1 9 -0.500000
1 11 -0.500000
1 12 -0.500000
2 0 1.000000
2 1 1.000000
2 3 1.000000
2 4 1.000000
2 5 1.000000
2 6 1.000000
2 7 1.000000
2 8 1.000000
2 11 -0.500000
2 13 -0.500000
3 0 1.000000
3 1 1.000000
3 2 1.000000
3 4 1.000000
3 5 1.000000
3 6 1.000000
3 7 1.000000
3 8 1.000000
3 10 -0.500000
3 14 -0.500000
3 15 -0.500000
4 0 1.000000
4 1 1.000000
4 2 1.000000
4 3 1.000000
4 5 1.000000
4 6 1.000000
4 7 1.000000
4 8 1.000000
4 12 -0.500000
4 14 -0.500000
4 16 -0.500000
4 17 -0.500000
5 0 1.000000
5 1 1.000000
5 2 1.000000
5 3 1.000000
5 4 1.000000
5 6 1.000000
5 7 1.000000
5 8 1.000000
5 13 -0.500000
5 16 -0.500000
5 18 -0.500000
6 0 1.000000
6 1 1.000000
6 2 1.000000
6 3 1.000000
6 4 1.000000
6 5 1.000000
6 7 1.000000
6 8 1.000000
6 15 -0.500000
6 19 -0.500000
7 0 1.000000
7 1 1.000000
7 2 1.000000
7 3 1.000000
7 4 1.000000
7 5 1.000000
7 6 1.000000
7 8 1.000000
7 17 -0.500000
7 19 -0.500000
7 20 -0.500000
8 0 1.000000
8 1 1.000000
8 2 1.000000
8 3 1.000000
8 4 1.000000
8 5 1.000000
8 6 1.000000
8 7 1.000000
8 18 -0.500000
8 20 -0.500000
9 0 -0.500000
9 1 -0.500000
9 10 1.500000
9 11 1.000000
9 12 1.500000
9 13 1.000000
9 14 1.000000
9 15 1.000000
9 16 1.000000
9 17 1.000000
9 18 1.000000
9 19 1.000000
9 20 1.000000
9 21 -1.000000
9 23 -1.000000
10 0 -0.500000
10 3 -0.500000
10 9 1.500000
10 11 1.000000
10 12 1.000000
10 13 1.000000
10 14 1.500000
10 15 1.000000
10 16 1.000000
10 17 1.000000
10 18 1.000000
10 19 1.000000
10 20 1.000000
10 22 -1.000000
10 23 -1.000000
11 1 -0.500000
11 2 -0.500000
11 9 1.000000
11 10 1.000000
11 12 1.500000
11 13 1.500000
11 14 1.000000
11 15 1.000000
11 16 1.000000
11 17 1.000000
11 18 1.000000
11 19 1.000000
11 20 1.000000
11 24 -1.000000
11 27 -1.000000
12 1 -0.500000
12 4 -0.500000
12 9 1.500000
12 10 1.000000
12 11 1.500000
12 13 1.000000
12 14 1.500000
12 15 1.000000
12 16 1.500000
12 17 1.000000
12 18 1.000000
12 19 1.000000
12 20 1.000000
12 21 -1.000000
12 25 -1.000000
12 26 -1.000000
12 27 -1.000000
13 2 -0.500000
13 5 -0.500000
13 9 1.000000
13 10 1.000000
13 11 1.500000
13 12 1.000000
13 14 1.000000
13 15 1.000000
13 16 1.500000
13 17 1.000000
13 18 1.000000
13 19 1.000000
13 20 1.000000
13 24 -1.000000
13 28 -1.000000
14 3 -0.500000
14 4 -0.500000
14 9 1.000000
14 10 1.500000
14 11 1.000000
14 12 1.500000
14 13 1.000000
14 15 1.500000
14 16 1.000000
14 17 1.500000
14 18 1.000000
14 19 1.000000
14 20 1.000000
14 22 -1.000000
14 25 -1.000000
14 29 -1.000000
14 31 -1.000000
15 3 -0.500000
15 6 -0.500000
15 9 1.000000
15 10 1.000000
15 11 1.000000
15 12 1.000000
15 13 1.000000
15 14 1.500000
15 16 1.000000
15 17 1.000000
15 18 1.000000
15 19 1.500000
15 20 1.000000
15 30 -1.000000
15 31 -1.000000
16 4 -0.500000
16 5 -0.500000
16 9 1.000000
16 10 1.000000
16 11 1.000000
16 12 1.500000
16 13 1.500000
16 14 1.000000
16 15 1.000000
16 17 1.500000
16 18 1.500000
16 19 1.000000
16 20 1.000000
16 26 -1.000000
16 28 -1.000000
16 32 -1.000000
16 35 -1.000000
17 4 -0.500000
17 7 -0.500000
17 9 1.000000
17 10 1.000000
17 11 1.000000
17 12 1.000000
17 13 1.000000
17 14 1.500000
17 15 1.000000
17 16 1.500000
17 18 1.000000
17 19 1.500000
17 20 1.500000
17 29 -1.000000
17 33 -1.000000
17 34 -1.000000
17 35 -1.000000
18 5 -0.500000
18 8 -0.500000
18 9 1.000000
18 10 1.000000
18 11 1.000000
18 12 1.000000
18 13 1.000000
18 14 1.000000
18 15 1.000000
18 16 1.500000
18 17 1.000000
18 19 1.000000
18 20 1.500000
18 32 -1.000000
18 36 -1.000000
19 6 -0.500000
19 7 -0.500000
19 9 1.000000
19 10 1.000000
19 11 1.000000
19 12 1.000000
19 13 1.000000
19 14 1.000000
19 15 1.500000
19 16 1.000000
19 17 1.500000
19 18 1.000000
19 20 1.000000
19 30 -1.000000
19 33 -1.000000
20 7 -0.500000
20 8 -0.500000
20 9 1.000000
20 10 1.000000
20 11 1.000000
20 12 1.000000
20 13 1.000000
20 14 1.000000
20 15 1.000000
20 16 1.000000
20 17 1.500000
20 18 1.500000
20 19 1.000000
20 34 -1.000000
20 36 -1.000000
21 9 -1.000000
21 12 -1.000000
21 22 0.500000
21 27 0.500000
22 10 -1.000000
22 14 -1.000000
22 21 0.500000
22 31 0.500000
23 9 -1.000000
23 10 -1.000000
23 25 0.500000
24 11 -1.000000
24 13 -1.000000
24 26 0.500000
25 12 -1.000000
25 14 -1.000000
25 23 0.500000
25 26 0.500000
25 29 0.500000
25 35 0.500000
26 12 -1.000000
26 16 -1.000000
26 24 0.500000
26 25 0.500000
26 29 0.500000
26 35 0.500000
27 11 -1.000000
27 12 -1.000000
27 21 0.500000
27 28 0.500000
28 13 -1.000000
28 16 -1.000000
28 27 0.500000
28 32 0.500000
29 14 -1.000000
29 17 -1.000000
29 25 0.500000
29 26 0.500000
29 30 0.500000
29 35 0.500000
30 15 -1.000000
30 19 -1.000000
30 29 0.500000
31 14 -1.000000
31 15 -1.000000
31 22 0.500000
31 33 0.500000
32 16 -1.000000
32 18 -1.000000
32 28 0.500000
32 34 0.500000
33 17 -1.000000
33 19 -1.000000
33 31 0.500000
33 34 0.500000
34 17 -1.000000
34 20 -1.000000
34 32 0.500000
34 33 0.500000
35 16 -1.000000
35 17 -1.000000
35 25 0.500000
35 26 0.500000
35 29 0.500000
35 36 0.500000
36 18 -1.000000
36 20 -1.000000
36 35 0.500000
